Run 1,33
Run 2,31
Run 3,37
Run 4,33
Run 5,33
Run 6,37
Run 7,37
Run 8,31
Run 9,31
Run 10,35
Run 11,37
Run 12,31
Run 13,33
Run 14,35
Run 15,31
Run 16,33
Run 17,31
Run 18,31
Run 19,35
Run 20,33
Run 21,33
Run 22,31
Run 23,35
Run 24,33
Run 25,39
Run 26,31
Run 27,37
Run 28,33
Run 29,31
Run 30,31
Run 31,33
Run 32,31
Run 33,33
Run 34,35
Run 35,33
Run 36,35
Run 37,33
Run 38,31
Run 39,33
Run 40,31
Run 41,33
Run 42,35
Run 43,31
Run 44,31
Run 45,33
Run 46,31
Run 47,31
Run 48,35
Run 49,33
Run 50,31
Run 51,33
Run 52,33
Run 53,31
Run 54,31
Run 55,31
Run 56,31
Run 57,35
Run 58,31
Run 59,31
Run 60,33
Run 61,33
Run 62,31
Run 63,31
Run 64,31
Run 65,33
Run 66,35
Run 67,33
Run 68,31
Run 69,33
Run 70,33
Run 71,33
Run 72,31
Run 73,31
Run 74,33
Run 75,31
Run 76,33
Run 77,31
Run 78,33
Run 79,33
Run 80,31
Run 81,35
Run 82,33
Run 83,33
Run 84,31
Run 85,31
Run 86,31
Run 87,31
Run 88,33
Run 89,33
Run 90,31
Run 91,31
Run 92,31
Run 93,31
Run 94,31
Run 95,33
Run 96,31
Run 97,33
Run 98,31
Run 99,31
Run 100,37
Total time = 22067.92075 seconds.
Average time per run = 220.67921 seconds.
