Run 1,11912
Run 2,70584
Run 3,75405
Run 4,7297
Run 5,54793
Run 6,64913
Run 7,20284
Run 8,122673
Run 9,41767
Run 10,59390
Run 11,22356
Run 12,107424
Run 13,33140
Run 14,212867
Run 15,497083
Run 16,160485
Run 17,63158
Run 18,17796
Run 19,138011
Run 20,47375
Run 21,23570
Run 22,30198
Run 23,110516
Run 24,125667
Run 25,39439
Run 26,66609
Run 27,116877
Run 28,158097
Run 29,8462
Run 30,103990
Run 31,81000
Run 32,121774
Run 33,129313
Run 34,66855
Run 35,74620
Run 36,24911
Run 37,84206
Run 38,12723
Run 39,15952
Run 40,150581
Run 41,24198
Run 42,82483
Run 43,234705
Run 44,33463
Run 45,151397
Run 46,214983
Run 47,45076
Run 48,55712
Run 49,32176
Run 50,79865
Run 51,331468
Run 52,137780
Run 53,9986
Run 54,37194
Run 55,53075
Run 56,21962
Run 57,138168
Run 58,250937
Run 59,20032
Run 60,23285
Run 61,27828
Run 62,77036
Run 63,22328
Run 64,9891
Run 65,192928
Run 66,109381
Run 67,28152
Run 68,73981
Run 69,251457
Run 70,66560
Run 71,95065
Run 72,138963
Run 73,16891
Run 74,11230
Run 75,20411
Run 76,50714
Run 77,34727
Run 78,45686
Run 79,108398
Run 80,17045
Run 81,111969
Run 82,75813
Run 83,287064
Run 84,208046
Run 85,112260
Run 86,9553
Run 87,34734
Run 88,128690
Run 89,192537
Run 90,76353
Run 91,88322
Run 92,12358
Run 93,35350
Run 94,49639
Run 95,87251
Run 96,185524
Run 97,151960
Run 98,33987
Run 99,12493
Run 100,48980
Total time = 2334.09672 seconds.
Average time per run = 23.10987 seconds.
