Run 1,29
Run 2,29
Run 3,29
Run 4,29
Run 5,29
Run 6,29
Run 7,29
Run 8,29
Run 9,29
Run 10,29
Run 11,29
Run 12,29
Run 13,29
Run 14,29
Run 15,29
Run 16,29
Run 17,29
Run 18,29
Run 19,29
Run 20,29
Run 21,29
Run 22,29
Run 23,29
Run 24,29
Run 25,29
Run 26,29
Run 27,29
Run 28,29
Run 29,29
Run 30,29
Run 31,29
Run 32,29
Run 33,29
Run 34,29
Run 35,29
Run 36,29
Run 37,29
Run 38,29
Run 39,29
Run 40,29
Run 41,29
Run 42,29
Run 43,29
Run 44,29
Run 45,29
Run 46,29
Run 47,29
Run 48,29
Run 49,29
Run 50,29
Run 51,29
Run 52,29
Run 53,29
Run 54,29
Run 55,29
Run 56,29
Run 57,29
Run 58,29
Run 59,29
Run 60,29
Run 61,29
Run 62,29
Run 63,29
Run 64,29
Run 65,29
Run 66,29
Run 67,29
Run 68,29
Run 69,29
Run 70,29
Run 71,29
Run 72,29
Run 73,29
Run 74,29
Run 75,29
Run 76,29
Run 77,29
Run 78,29
Run 79,29
Run 80,29
Run 81,29
Run 82,29
Run 83,29
Run 84,29
Run 85,29
Run 86,29
Run 87,29
Run 88,29
Run 89,29
Run 90,29
Run 91,29
Run 92,29
Run 93,29
Run 94,29
Run 95,29
Run 96,29
Run 97,29
Run 98,29
Run 99,29
Run 100,29
Total time = 1364.24131 seconds.
