Run 1,115
Run 2,115
Run 3,115
Run 4,115
Run 5,115
Run 6,115
Run 7,115
Run 8,115
Run 9,115
Run 10,115
Run 11,115
Run 12,115
Run 13,115
Run 14,115
Run 15,115
Run 16,115
Run 17,115
Run 18,115
Run 19,115
Run 20,115
Run 21,115
Run 22,115
Run 23,115
Run 24,115
Run 25,115
Run 26,115
Run 27,115
Run 28,115
Run 29,115
Run 30,115
Run 31,115
Run 32,115
Run 33,115
Run 34,115
Run 35,115
Run 36,115
Run 37,115
Run 38,115
Run 39,115
Run 40,115
Run 41,115
Run 42,115
Run 43,115
Run 44,115
Run 45,115
Run 46,115
Run 47,115
Run 48,115
Run 49,115
Run 50,115
Run 51,115
Run 52,115
Run 53,115
Run 54,115
Run 55,115
Run 56,115
Run 57,115
Run 58,115
Run 59,115
Run 60,115
Run 61,115
Run 62,115
Run 63,115
Run 64,115
Run 65,115
Run 66,115
Run 67,115
Run 68,115
Run 69,115
Run 70,115
Run 71,115
Run 72,115
Run 73,115
Run 74,115
Run 75,115
Run 76,115
Run 77,115
Run 78,115
Run 79,115
Run 80,115
Run 81,115
Run 82,115
Run 83,115
Run 84,115
Run 85,115
Run 86,115
Run 87,115
Run 88,115
Run 89,115
Run 90,115
Run 91,115
Run 92,115
Run 93,115
Run 94,115
Run 95,115
Run 96,115
Run 97,115
Run 98,115
Run 99,115
Run 100,115
Total time = 19.69112 seconds.
Average time per run = 0.19691 seconds.
