Run 1,37
Run 2,37
Run 3,37
Run 4,37
Run 5,37
Run 6,37
Run 7,37
Run 8,37
Run 9,37
Run 10,37
Run 11,37
Run 12,37
Run 13,37
Run 14,37
Run 15,37
Run 16,37
Run 17,39
Run 18,37
Run 19,37
Run 20,37
Run 21,37
Run 22,37
Run 23,37
Run 24,37
Run 25,37
Run 26,37
Run 27,37
Run 28,37
Run 29,37
Run 30,37
Run 31,37
Run 32,37
Run 33,37
Run 34,39
Run 35,37
Run 36,37
Run 37,37
Run 38,37
Run 39,37
Run 40,37
Run 41,39
Run 42,37
Run 43,37
Run 44,37
Run 45,37
Run 46,37
Run 47,37
Run 48,37
Run 49,37
Run 50,37
Run 51,37
Run 52,37
Run 53,37
Run 54,37
Run 55,37
Run 56,37
Run 57,37
Run 58,37
Run 59,37
Run 60,37
Run 61,37
Run 62,37
Run 63,37
Run 64,37
Run 65,37
Run 66,37
Run 67,37
Run 68,37
Run 69,37
Run 70,37
Run 71,37
Run 72,37
Run 73,37
Run 74,37
Run 75,37
Run 76,37
Run 77,37
Run 78,37
Run 79,37
Run 80,37
Run 81,37
Run 82,37
Run 83,37
Run 84,37
Run 85,37
Run 86,37
Run 87,37
Run 88,37
Run 89,37
Run 90,37
Run 91,37
Run 92,37
Run 93,37
Run 94,39
Run 95,37
Run 96,37
Run 97,37
Run 98,37
Run 99,37
Run 100,37
Total time = 3370.44567 seconds.
Average time per run = 33.70446 seconds.
