Run 1,914
Run 2,914
Run 3,914
Run 4,914
Run 5,914
Run 6,914
Run 7,914
Run 8,914
Run 9,914
Run 10,914
Run 11,914
Run 12,914
Run 13,914
Run 14,914
Run 15,914
Run 16,914
Run 17,914
Run 18,914
Run 19,914
Run 20,914
Run 21,914
Run 22,914
Run 23,914
Run 24,914
Run 25,914
Run 26,914
Run 27,914
Run 28,914
Run 29,914
Run 30,914
Run 31,914
Run 32,914
Run 33,914
Run 34,914
Run 35,914
Run 36,914
Run 37,914
Run 38,914
Run 39,914
Run 40,914
Run 41,914
Run 42,914
Run 43,914
Run 44,914
Run 45,914
Run 46,914
Run 47,914
Run 48,914
Run 49,914
Run 50,914
Run 51,914
Run 52,914
Run 53,914
Run 54,914
Run 55,914
Run 56,914
Run 57,914
Run 58,914
Run 59,914
Run 60,914
Run 61,914
Run 62,914
Run 63,914
Run 64,914
Run 65,914
Run 66,914
Run 67,914
Run 68,914
Run 69,914
Run 70,914
Run 71,914
Run 72,914
Run 73,914
Run 74,914
Run 75,914
Run 76,914
Run 77,914
Run 78,914
Run 79,914
Run 80,914
Run 81,914
Run 82,914
Run 83,914
Run 84,914
Run 85,914
Run 86,914
Run 87,914
Run 88,914
Run 89,914
Run 90,914
Run 91,914
Run 92,914
Run 93,914
Run 94,914
Run 95,914
Run 96,914
Run 97,914
Run 98,914
Run 99,914
Run 100,914
Total time = 431.88788 seconds.
